Date,Hour,Temp
2016-03-30,10,73.0
2016-03-30,11,74.0
2016-03-30,12,75.0
2016-03-30,13,76.0
2016-03-30,14,77.0
2016-03-30,15,76.4
2016-03-30,16,75.8
2016-03-30,17,75.2
2016-03-30,18,74.6
2016-03-30,19,74.0
2016-03-30,20,73.4
2016-03-30,21,72.8
2016-03-30,22,72.2
2016-03-30,23,71.6
2016-03-31,00,72.7
2016-03-31,01,71.3
2016-03-31,02,70.0
2016-03-31,03,68.7
2016-03-31,04,67.3
2016-03-31,05,66.0
2016-03-31,06,68.2
2016-03-31,07,70.4
2016-03-31,08,72.7
2016-03-31,09,74.9
2016-03-31,10,77.1
2016-03-31,11,79.3
2016-03-31,12,81.6
2016-03-31,13,83.8
2016-03-31,14,86.0
2016-03-31,15,84.7
2016-03-31,16,83.3
2016-03-31,17,82.0
2016-03-31,18,80.7
2016-03-31,19,79.3
2016-03-31,20,78.0
2016-03-31,21,76.7
2016-03-31,22,75.3
2016-03-31,23,74.0
2016-04-01,00,56.0
2016-04-01,01,55.0
2016-04-01,02,54.0
2016-04-01,03,53.0
2016-04-01,04,52.0
2016-04-01,05,51.0
2016-04-01,06,52.7
2016-04-01,07,54.3
2016-04-01,08,56.0
2016-04-01,09,57.7
2016-04-01,10,59.3
2016-04-01,11,61.0
2016-04-01,12,62.7
2016-04-01,13,64.3
2016-04-01,14,66.0
2016-04-01,15,65.0
2016-04-01,16,64.0
2016-04-01,17,63.0
2016-04-01,18,62.0
2016-04-01,19,61.0
2016-04-01,20,60.0
2016-04-01,21,59.0
2016-04-01,22,58.0
2016-04-01,23,57.0
2016-04-02,00,54.7
2016-04-02,01,52.7
2016-04-02,02,50.8
2016-04-02,03,48.9
2016-04-02,04,46.9
2016-04-02,05,45.0
2016-04-02,06,48.2
2016-04-02,07,51.4
2016-04-02,08,54.7
2016-04-02,09,57.9
2016-04-02,10,61.1
2016-04-02,11,64.3
2016-04-02,12,67.6
2016-04-02,13,70.8
2016-04-02,14,74.0
2016-04-02,15,72.1
2016-04-02,16,70.1
2016-04-02,17,68.2
2016-04-02,18,66.3
2016-04-02,19,64.3
2016-04-02,20,62.4
2016-04-02,21,60.5
2016-04-02,22,58.5
2016-04-02,23,56.6
2016-04-03,00,55.7
2016-04-03,01,53.3
2016-04-03,02,51.0
2016-04-03,03,48.7
2016-04-03,04,46.3
2016-04-03,05,44.0
2016-04-03,06,47.9
2016-04-03,07,51.8
2016-04-03,08,55.7
2016-04-03,09,59.6
2016-04-03,10,63.4
2016-04-03,11,67.3
2016-04-03,12,71.2
2016-04-03,13,75.1
2016-04-03,14,79.0
2016-04-03,15,76.7
2016-04-03,16,74.3
2016-04-03,17,72.0
2016-04-03,18,69.7
2016-04-03,19,67.3
2016-04-03,20,65.0
2016-04-03,21,62.7
2016-04-03,22,60.3
2016-04-03,23,58.0
2016-04-04,00,63.0
2016-04-04,01,61.0
2016-04-04,02,59.0
2016-04-04,03,57.0
2016-04-04,04,55.0
2016-04-04,05,53.0
2016-04-04,06,56.3
2016-04-04,07,59.7
2016-04-04,08,63.0
2016-04-04,09,66.3
2016-04-04,10,69.7
2016-04-04,11,73.0
2016-04-04,12,76.3
2016-04-04,13,79.7
2016-04-04,14,83.0
2016-04-04,15,81.0
2016-04-04,16,79.0
2016-04-04,17,77.0
2016-04-04,18,75.0
2016-04-04,19,73.0
2016-04-04,20,71.0
2016-04-04,21,69.0
2016-04-04,22,67.0
2016-04-04,23,65.0
2016-04-05,00,62.7
2016-04-05,01,60.7
2016-04-05,02,58.8
2016-04-05,03,56.9
2016-04-05,04,54.9
2016-04-05,05,53.0
2016-04-05,06,56.2
2016-04-05,07,59.4
2016-04-05,08,62.7
2016-04-05,09,65.9
2016-04-05,10,69.1
2016-04-05,11,72.3
2016-04-05,12,75.6
2016-04-05,13,78.8
2016-04-05,14,82.0
2016-04-05,15,80.1
2016-04-05,16,78.1
2016-04-05,17,76.2
2016-04-05,18,74.3
2016-04-05,19,72.3
2016-04-05,20,70.4
2016-04-05,21,68.5
2016-04-05,22,66.5
2016-04-05,23,64.6
2016-04-06,00,64.0
2016-04-06,01,62.2
2016-04-06,02,60.4
2016-04-06,03,58.6
2016-04-06,04,56.8
2016-04-06,05,55.0
2016-04-06,06,58.0
2016-04-06,07,61.0
2016-04-06,08,64.0
2016-04-06,09,67.0
2016-04-06,10,70.0
2016-04-06,11,73.0
2016-04-06,12,76.0
2016-04-06,13,79.0
2016-04-06,14,82.0
2016-04-06,15,80.2
2016-04-06,16,78.4
2016-04-06,17,76.6
2016-04-06,18,74.8
2016-04-06,19,73.0
2016-04-06,20,71.2
2016-04-06,21,69.4
2016-04-06,22,67.6
2016-04-06,23,65.8
2016-04-07,00,60.3
2016-04-07,01,57.9
2016-04-07,02,55.4
2016-04-07,03,52.9
2016-04-07,04,50.5
2016-04-07,05,48.0
2016-04-07,06,52.1
2016-04-07,07,56.2
2016-04-07,08,60.3
2016-04-07,09,64.4
2016-04-07,10,68.6
2016-04-07,11,72.7
2016-04-07,12,76.8
2016-04-07,13,80.9
2016-04-07,14,85.0
2016-04-07,15,82.5
2016-04-07,16,80.1
2016-04-07,17,77.6
2016-04-07,18,75.1
2016-04-07,19,72.7
2016-04-07,20,70.2
2016-04-07,21,67.7
2016-04-07,22,65.3
2016-04-07,23,62.8
2016-04-08,00,63.3
2016-04-08,01,61.7
2016-04-08,02,60.0
2016-04-08,03,58.3
2016-04-08,04,56.7
2016-04-08,05,55.0
2016-04-08,06,57.8
2016-04-08,07,60.6
2016-04-08,08,63.3
2016-04-08,09,66.1
2016-04-08,10,68.9
2016-04-08,11,71.7
2016-04-08,12,74.4
2016-04-08,13,77.2
2016-04-08,14,80.0
2016-04-08,15,78.3
2016-04-08,16,76.7
2016-04-08,17,75.0
2016-04-08,18,73.3
2016-04-08,19,71.7
2016-04-08,20,70.0
2016-04-08,21,68.3
2016-04-08,22,66.7
2016-04-08,23,65.0
2016-04-09,00,64.3
2016-04-09,01,63.1
2016-04-09,02,61.8
2016-04-09,03,60.5
2016-04-09,04,59.3
2016-04-09,05,58.0
2016-04-09,06,60.1
2016-04-09,07,62.2
2016-04-09,08,64.3
2016-04-09,09,66.4
2016-04-09,10,68.6
2016-04-09,11,70.7
2016-04-09,12,72.8
2016-04-09,13,74.9
2016-04-09,14,77.0
2016-04-09,15,75.7
2016-04-09,16,74.5
2016-04-09,17,73.2
2016-04-09,18,71.9
2016-04-09,19,70.7
2016-04-09,20,69.4
2016-04-09,21,68.1
2016-04-09,22,66.9
2016-04-09,23,65.6
2016-04-10,00,69.7
2016-04-10,01,68.7
2016-04-10,02,67.8
2016-04-10,03,66.9
2016-04-10,04,65.9
2016-04-10,05,65.0
2016-04-10,06,66.6
2016-04-10,07,68.1
2016-04-10,08,69.7
2016-04-10,09,71.2
2016-04-10,10,72.8
2016-04-10,11,74.3
2016-04-10,12,75.9
2016-04-10,13,77.4
2016-04-10,14,79.0
2016-04-10,15,78.1
2016-04-10,16,77.1
2016-04-10,17,76.2
2016-04-10,18,75.3
2016-04-10,19,74.3
2016-04-10,20,73.4
2016-04-10,21,72.5
2016-04-10,22,71.5
2016-04-10,23,70.6
2016-04-11,00,76.3
2016-04-11,01,75.1
2016-04-11,02,73.8
2016-04-11,03,72.5
2016-04-11,04,71.3
2016-04-11,05,70.0
2016-04-11,06,72.1
2016-04-11,07,74.2
2016-04-11,08,76.3
2016-04-11,09,78.4
2016-04-11,10,80.6
2016-04-11,11,82.7
2016-04-11,12,84.8
2016-04-11,13,86.9
2016-04-11,14,89.0
2016-04-11,15,87.7
2016-04-11,16,86.5
2016-04-11,17,85.2
2016-04-11,18,83.9
2016-04-11,19,82.7
2016-04-11,20,81.4
2016-04-11,21,80.1
2016-04-11,22,78.9
2016-04-11,23,77.6
2016-04-12,00,65.7
2016-04-12,01,64.9
2016-04-12,02,64.2
2016-04-12,03,63.5
2016-04-12,04,62.7
2016-04-12,05,62.0
2016-04-12,06,63.2
2016-04-12,07,64.4
2016-04-12,08,65.7
2016-04-12,09,66.9
2016-04-12,10,68.1
2016-04-12,11,69.3
2016-04-12,12,70.6
2016-04-12,13,71.8
2016-04-12,14,73.0
2016-04-12,15,72.3
2016-04-12,16,71.5
2016-04-12,17,70.8
2016-04-12,18,70.1
2016-04-12,19,69.3
2016-04-12,20,68.6
2016-04-12,21,67.9
2016-04-12,22,67.1
2016-04-12,23,66.4
2016-04-13,00,62.7
2016-04-13,01,61.7
2016-04-13,02,60.8
2016-04-13,03,59.9
2016-04-13,04,58.9
2016-04-13,05,58.0
2016-04-13,06,59.6
2016-04-13,07,61.1
2016-04-13,08,62.7
2016-04-13,09,64.2
2016-04-13,10,65.8
2016-04-13,11,67.3
2016-04-13,12,68.9
2016-04-13,13,70.4
2016-04-13,14,72.0
2016-04-13,15,71.1
2016-04-13,16,70.1
2016-04-13,17,69.2
2016-04-13,18,68.3
2016-04-13,19,67.3
2016-04-13,20,66.4
2016-04-13,21,65.5
2016-04-13,22,64.5
2016-04-13,23,63.6
2016-04-14,00,61.7
2016-04-14,01,60.1
2016-04-14,02,58.6
2016-04-14,03,57.1
2016-04-14,04,55.5
2016-04-14,05,54.0
2016-04-14,06,56.6
2016-04-14,07,59.1
2016-04-14,08,61.7
2016-04-14,09,64.2
2016-04-14,10,66.8
2016-04-14,11,69.3
2016-04-14,12,71.9
2016-04-14,13,74.4
2016-04-14,14,77.0
2016-04-14,15,75.5
2016-04-14,16,73.9
2016-04-14,17,72.4
2016-04-14,18,70.9
2016-04-14,19,69.3
2016-04-14,20,67.8
2016-04-14,21,66.3
2016-04-14,22,64.7
2016-04-14,23,63.2
2016-04-15,00,62.3
2016-04-15,01,60.7
2016-04-15,02,59.0
2016-04-15,03,57.3
2016-04-15,04,55.7
2016-04-15,05,54.0
2016-04-15,06,56.8
2016-04-15,07,59.6
2016-04-15,08,62.3
2016-04-15,09,65.1
2016-04-15,10,67.9
2016-04-15,11,70.7
2016-04-15,12,73.4
2016-04-15,13,76.2
2016-04-15,14,79.0
2016-04-15,15,77.3
2016-04-15,16,75.7
2016-04-15,17,74.0
2016-04-15,18,72.3
2016-04-15,19,70.7
2016-04-15,20,69.0
2016-04-15,21,67.3
2016-04-15,22,65.7
2016-04-15,23,64.0
2016-04-16,00,67.7
2016-04-16,01,66.9
2016-04-16,02,66.2
2016-04-16,03,65.5
2016-04-16,04,64.7
2016-04-16,05,64.0
2016-04-16,06,65.2
2016-04-16,07,66.4
2016-04-16,08,67.7
2016-04-16,09,68.9
2016-04-16,10,70.1
2016-04-16,11,71.3
2016-04-16,12,72.6
2016-04-16,13,73.8
2016-04-16,14,75.0
2016-04-16,15,74.3
2016-04-16,16,73.5
2016-04-16,17,72.8
2016-04-16,18,72.1
2016-04-16,19,71.3
2016-04-16,20,70.6
2016-04-16,21,69.9
2016-04-16,22,69.1
2016-04-16,23,68.4
2016-04-17,00,68.7
2016-04-17,01,67.7
2016-04-17,02,66.8
2016-04-17,03,65.9
2016-04-17,04,64.9
2016-04-17,05,64.0
2016-04-17,06,65.6
2016-04-17,07,67.1
2016-04-17,08,68.7
2016-04-17,09,70.2
2016-04-17,10,71.8
2016-04-17,11,73.3
2016-04-17,12,74.9
2016-04-17,13,76.4
2016-04-17,14,78.0
2016-04-17,15,77.1
2016-04-17,16,76.1
2016-04-17,17,75.2
2016-04-17,18,74.3
2016-04-17,19,73.3
2016-04-17,20,72.4
2016-04-17,21,71.5
2016-04-17,22,70.5
2016-04-17,23,69.6
2016-04-18,00,67.0
2016-04-18,01,66.2
2016-04-18,02,65.4
2016-04-18,03,64.6
2016-04-18,04,63.8
2016-04-18,05,63.0
2016-04-18,06,64.3
2016-04-18,07,65.7
2016-04-18,08,67.0
2016-04-18,09,68.3
2016-04-18,10,69.7
2016-04-18,11,71.0
2016-04-18,12,72.3
2016-04-18,13,73.7
2016-04-18,14,75.0
2016-04-18,15,74.2
2016-04-18,16,73.4
2016-04-18,17,72.6
2016-04-18,18,71.8
2016-04-18,19,71.0
2016-04-18,20,70.2
2016-04-18,21,69.4
2016-04-18,22,68.6
2016-04-18,23,67.8
2016-04-19,00,68.3
2016-04-19,01,67.1
2016-04-19,02,65.8
2016-04-19,03,64.5
2016-04-19,04,63.3
2016-04-19,05,62.0
2016-04-19,06,64.1
2016-04-19,07,66.2
2016-04-19,08,68.3
2016-04-19,09,70.4
2016-04-19,10,72.6
2016-04-19,11,74.7
2016-04-19,12,76.8
2016-04-19,13,78.9
2016-04-19,14,81.0
2016-04-19,15,79.7
2016-04-19,16,78.5
2016-04-19,17,77.2
2016-04-19,18,75.9
2016-04-19,19,74.7
2016-04-19,20,73.4
2016-04-19,21,72.1
2016-04-19,22,70.9
2016-04-19,23,69.6
2016-04-20,00,67.0
2016-04-20,01,65.6
2016-04-20,02,64.2
2016-04-20,03,62.8
2016-04-20,04,61.4
2016-04-20,05,60.0
2016-04-20,06,62.3
2016-04-20,07,64.7
2016-04-20,08,67.0
2016-04-20,09,69.3
2016-04-20,10,71.7
2016-04-20,11,74.0
2016-04-20,12,76.3
2016-04-20,13,78.7
2016-04-20,14,81.0
2016-04-20,15,79.6
2016-04-20,16,78.2
2016-04-20,17,76.8
2016-04-20,18,75.4
2016-04-20,19,74.0
2016-04-20,20,72.6
2016-04-20,21,71.2
2016-04-20,22,69.8
2016-04-20,23,68.4
2016-04-21,00,67.7
2016-04-21,01,66.1
2016-04-21,02,64.6
2016-04-21,03,63.1
2016-04-21,04,61.5
2016-04-21,05,60.0
2016-04-21,06,62.6
2016-04-21,07,65.1
2016-04-21,08,67.7
2016-04-21,09,70.2
2016-04-21,10,72.8
2016-04-21,11,75.3
2016-04-21,12,77.9
2016-04-21,13,80.4
2016-04-21,14,83.0
2016-04-21,15,81.5
2016-04-21,16,79.9
2016-04-21,17,78.4
2016-04-21,18,76.9
2016-04-21,19,75.3
2016-04-21,20,73.8
2016-04-21,21,72.3
2016-04-21,22,70.7
2016-04-21,23,69.2
2016-04-22,00,68.0
2016-04-22,01,66.4
2016-04-22,02,64.8
2016-04-22,03,63.2
2016-04-22,04,61.6
2016-04-22,05,60.0
2016-04-22,06,62.7
2016-04-22,07,65.3
2016-04-22,08,68.0
2016-04-22,09,70.7
2016-04-22,10,73.3
2016-04-22,11,76.0
2016-04-22,12,78.7
2016-04-22,13,81.3
2016-04-22,14,84.0
2016-04-22,15,82.4
2016-04-22,16,80.8
2016-04-22,17,79.2
2016-04-22,18,77.6
2016-04-22,19,76.0
2016-04-22,20,74.4
2016-04-22,21,72.8
2016-04-22,22,71.2
2016-04-22,23,69.6
2016-04-23,00,64.3
2016-04-23,01,62.5
2016-04-23,02,60.6
2016-04-23,03,58.7
2016-04-23,04,56.9
2016-04-23,05,55.0
2016-04-23,06,58.1
2016-04-23,07,61.2
2016-04-23,08,64.3
2016-04-23,09,67.4
2016-04-23,10,70.6
2016-04-23,11,73.7
2016-04-23,12,76.8
2016-04-23,13,79.9
2016-04-23,14,83.0
2016-04-23,15,81.1
2016-04-23,16,79.3
2016-04-23,17,77.4
2016-04-23,18,75.5
2016-04-23,19,73.7
2016-04-23,20,71.8
2016-04-23,21,69.9
2016-04-23,22,68.1
2016-04-23,23,66.2
2016-04-24,00,68.3
2016-04-24,01,67.3
2016-04-24,02,66.2
2016-04-24,03,65.1
2016-04-24,04,64.1
2016-04-24,05,63.0
2016-04-24,06,64.8
2016-04-24,07,66.6
2016-04-24,08,68.3
2016-04-24,09,70.1
2016-04-24,10,71.9
2016-04-24,11,73.7
2016-04-24,12,75.4
2016-04-24,13,77.2
2016-04-24,14,79.0
2016-04-24,15,77.9
2016-04-24,16,76.9
2016-04-24,17,75.8
2016-04-24,18,74.7
2016-04-24,19,73.7
2016-04-24,20,72.6
2016-04-24,21,71.5
2016-04-24,22,70.5
2016-04-24,23,69.4
2016-04-25,00,76.0
2016-04-25,01,74.8
2016-04-25,02,73.6
2016-04-25,03,72.4
2016-04-25,04,71.2
2016-04-25,05,70.0
2016-04-25,06,72.0
2016-04-25,07,74.0
2016-04-25,08,76.0
2016-04-25,09,78.0
2016-04-25,10,80.0
2016-04-25,11,82.0
2016-04-25,12,84.0
2016-04-25,13,86.0
2016-04-25,14,88.0
2016-04-25,15,86.8
2016-04-25,16,85.6
2016-04-25,17,84.4
2016-04-25,18,83.2
2016-04-25,19,82.0
2016-04-25,20,80.8
2016-04-25,21,79.6
2016-04-25,22,78.4
2016-04-25,23,77.2
2016-04-26,00,76.7
2016-04-26,01,75.7
2016-04-26,02,74.8
2016-04-26,03,73.9
2016-04-26,04,72.9
2016-04-26,05,72.0
2016-04-26,06,73.6
2016-04-26,07,75.1
2016-04-26,08,76.7
2016-04-26,09,78.2
2016-04-26,10,79.8
2016-04-26,11,81.3
2016-04-26,12,82.9
2016-04-26,13,84.4
2016-04-26,14,86.0
2016-04-26,15,85.1
2016-04-26,16,84.1
2016-04-26,17,83.2
2016-04-26,18,82.3
2016-04-26,19,81.3
2016-04-26,20,80.4
2016-04-26,21,79.5
2016-04-26,22,78.5
2016-04-26,23,77.6
2016-04-27,00,71.3
2016-04-27,01,69.5
2016-04-27,02,67.6
2016-04-27,03,65.7
2016-04-27,04,63.9
2016-04-27,05,62.0
2016-04-27,06,65.1
2016-04-27,07,68.2
2016-04-27,08,71.3
2016-04-27,09,74.4
2016-04-27,10,77.6
2016-04-27,11,80.7
2016-04-27,12,83.8
2016-04-27,13,86.9
2016-04-27,14,90.0
2016-04-27,15,88.1
2016-04-27,16,86.3
2016-04-27,17,84.4
2016-04-27,18,82.5
2016-04-27,19,80.7
2016-04-27,20,78.8
2016-04-27,21,76.9
2016-04-27,22,75.1
2016-04-27,23,73.2
2016-04-28,00,71.0
2016-04-28,01,69.4
2016-04-28,02,67.8
2016-04-28,03,66.2
2016-04-28,04,64.6
2016-04-28,05,63.0
2016-04-28,06,65.7
2016-04-28,07,68.3
2016-04-28,08,71.0
2016-04-28,09,73.7
2016-04-28,10,76.3
2016-04-28,11,79.0
2016-04-28,12,81.7
2016-04-28,13,84.3
2016-04-28,14,87.0
2016-04-28,15,85.4
2016-04-28,16,83.8
2016-04-28,17,82.2
2016-04-28,18,80.6
2016-04-28,19,79.0
2016-04-28,20,77.4
2016-04-28,21,75.8
2016-04-28,22,74.2
2016-04-28,23,72.6
2016-04-29,00,78.0
2016-04-29,01,77.4
2016-04-29,02,76.8
2016-04-29,03,76.2
2016-04-29,04,75.6
2016-04-29,05,75.0
2016-04-29,06,76.0
2016-04-29,07,77.0
2016-04-29,08,78.0
2016-04-29,09,79.0
2016-04-29,10,80.0
2016-04-29,11,81.0
2016-04-29,12,82.0
2016-04-29,13,83.0
2016-04-29,14,84.0
2016-04-29,15,83.4
2016-04-29,16,82.8
2016-04-29,17,82.2
2016-04-29,18,81.6
2016-04-29,19,81.0
2016-04-29,20,80.4
2016-04-29,21,79.8
2016-04-29,22,79.2
2016-04-29,23,78.6
2016-04-30,00,72.7
2016-04-30,01,71.3
2016-04-30,02,70.0
2016-04-30,03,68.7
2016-04-30,04,67.3
2016-04-30,05,66.0
2016-04-30,06,68.2
2016-04-30,07,70.4
2016-04-30,08,72.7
2016-04-30,09,74.9
2016-04-30,10,77.1
2016-04-30,11,79.3
2016-04-30,12,81.6
2016-04-30,13,83.8
2016-04-30,14,86.0
2016-04-30,15,84.7
2016-04-30,16,83.3
2016-04-30,17,82.0
2016-04-30,18,80.7
2016-04-30,19,79.3
2016-04-30,20,78.0
2016-04-30,21,76.7
2016-04-30,22,75.3
2016-04-30,23,74.0
